0.46612,0.46612,0.46612,0.388434
0.46612,0.46612,1.39836,0.46612
0.46612,0.46612,2.3306,0.46612
0.46612,0.46612,3.26284,0.46612
0.46612,0.46612,4.19508,0.388434
0.46612,0.46612,5.12732,0.388434
0.46612,0.46612,6.05957,0.388434
0.46612,0.46612,6.99181,0.388434
0.46612,0.46612,7.92405,0.388434
0.46612,0.46612,8.85629,0.388434
0.46612,0.46612,9.78853,0.46612
0.46612,0.46612,10.7208,0.388434
0.46612,1.39836,0.46612,0.46612
0.46612,1.39836,1.39836,0.388434
0.46612,1.39836,2.3306,0.46612
0.46612,1.39836,3.26284,0.388434
0.46612,1.39836,4.19508,0.46612
0.46612,1.39836,5.12732,0.46612
0.46612,1.39836,6.05957,0.388434
0.46612,1.39836,6.99181,0.388434
0.46612,1.39836,7.92405,0.46612
0.46612,1.39836,8.85629,0.388434
0.46612,1.39836,9.78853,0.46612
0.46612,1.39836,10.7208,0.46612
0.46612,2.3306,0.46612,0.46612
0.46612,2.3306,1.39836,0.46612
0.46612,2.3306,2.3306,0.46612
0.46612,2.3306,3.26284,0.388434
0.46612,2.3306,4.19508,0.388434
0.46612,2.3306,5.12732,0.46612
0.46612,2.3306,6.05957,0.388434
0.46612,2.3306,6.99181,0.388434
0.46612,2.3306,7.92405,0.388434
0.46612,2.3306,8.85629,0.388434
0.46612,2.3306,9.78853,0.46612
0.46612,2.3306,10.7208,0.388434
0.46612,3.26284,0.46612,0.388434
0.46612,3.26284,1.39836,0.388434
0.46612,3.26284,2.3306,0.388434
0.46612,3.26284,3.26284,0.388434
0.46612,3.26284,4.19508,0.388434
0.46612,3.26284,5.12732,0.388434
0.46612,3.26284,6.05957,0.388434
0.46612,3.26284,6.99181,0.388434
0.46612,3.26284,7.92405,0.388434
0.46612,3.26284,8.85629,0.46612
0.46612,3.26284,9.78853,0.46612
0.46612,3.26284,10.7208,0.46612
0.46612,4.19508,0.46612,0.388434
0.46612,4.19508,1.39836,0.46612
0.46612,4.19508,2.3306,0.46612
0.46612,4.19508,3.26284,0.388434
0.46612,4.19508,4.19508,0.46612
0.46612,4.19508,5.12732,0.46612
0.46612,4.19508,6.05957,0.46612
0.46612,4.19508,6.99181,0.46612
0.46612,4.19508,7.92405,0.388434
0.46612,4.19508,8.85629,0.46612
0.46612,4.19508,9.78853,0.46612
0.46612,4.19508,10.7208,0.388434
0.46612,5.12732,0.46612,0.46612
0.46612,5.12732,1.39836,0.388434
0.46612,5.12732,2.3306,0.46612
0.46612,5.12732,3.26284,0.46612
0.46612,5.12732,4.19508,0.46612
0.46612,5.12732,5.12732,0.46612
0.46612,5.12732,6.05957,0.46612
0.46612,5.12732,6.99181,0.388434
0.46612,5.12732,7.92405,0.46612
0.46612,5.12732,8.85629,0.388434
0.46612,5.12732,9.78853,0.46612
0.46612,5.12732,10.7208,0.388434
0.46612,6.05957,0.46612,0.46612
0.46612,6.05957,1.39836,0.388434
0.46612,6.05957,2.3306,0.388434
0.46612,6.05957,3.26284,0.46612
0.46612,6.05957,4.19508,0.388434
0.46612,6.05957,5.12732,0.388434
0.46612,6.05957,6.05957,0.388434
0.46612,6.05957,6.99181,0.388434
0.46612,6.05957,7.92405,0.46612
0.46612,6.05957,8.85629,0.388434
0.46612,6.05957,9.78853,0.46612
0.46612,6.05957,10.7208,0.46612
0.46612,6.99181,0.46612,0.388434
0.46612,6.99181,1.39836,0.46612
0.46612,6.99181,2.3306,0.46612
0.46612,6.99181,3.26284,0.388434
0.46612,6.99181,4.19508,0.46612
0.46612,6.99181,5.12732,0.388434
0.46612,6.99181,6.05957,0.388434
0.46612,6.99181,6.99181,0.46612
0.46612,6.99181,7.92405,0.46612
0.46612,6.99181,8.85629,0.388434
0.46612,6.99181,9.78853,0.46612
0.46612,6.99181,10.7208,0.388434
0.46612,7.92405,0.46612,0.46612
0.46612,7.92405,1.39836,0.388434
0.46612,7.92405,2.3306,0.46612
0.46612,7.92405,3.26284,0.388434
0.46612,7.92405,4.19508,0.388434
0.46612,7.92405,5.12732,0.388434
0.46612,7.92405,6.05957,0.46612
0.46612,7.92405,6.99181,0.388434
0.46612,7.92405,7.92405,0.388434
0.46612,7.92405,8.85629,0.46612
0.46612,7.92405,9.78853,0.46612
0.46612,7.92405,10.7208,0.388434
0.46612,8.85629,0.46612,0.46612
0.46612,8.85629,1.39836,0.388434
0.46612,8.85629,2.3306,0.388434
0.46612,8.85629,3.26284,0.46612
0.46612,8.85629,4.19508,0.388434
0.46612,8.85629,5.12732,0.388434
0.46612,8.85629,6.05957,0.388434
0.46612,8.85629,6.99181,0.46612
0.46612,8.85629,7.92405,0.46612
0.46612,8.85629,8.85629,0.388434
0.46612,8.85629,9.78853,0.46612
0.46612,8.85629,10.7208,0.388434
0.46612,9.78853,0.46612,0.388434
0.46612,9.78853,1.39836,0.388434
0.46612,9.78853,2.3306,0.46612
0.46612,9.78853,3.26284,0.388434
0.46612,9.78853,4.19508,0.46612
0.46612,9.78853,5.12732,0.46612
0.46612,9.78853,6.05957,0.46612
0.46612,9.78853,6.99181,0.388434
0.46612,9.78853,7.92405,0.388434
0.46612,9.78853,8.85629,0.388434
0.46612,9.78853,9.78853,0.46612
0.46612,9.78853,10.7208,0.388434
0.46612,10.7208,0.46612,0.46612
0.46612,10.7208,1.39836,0.388434
0.46612,10.7208,2.3306,0.388434
0.46612,10.7208,3.26284,0.388434
0.46612,10.7208,4.19508,0.46612
0.46612,10.7208,5.12732,0.388434
0.46612,10.7208,6.05957,0.388434
0.46612,10.7208,6.99181,0.46612
0.46612,10.7208,7.92405,0.388434
0.46612,10.7208,8.85629,0.46612
0.46612,10.7208,9.78853,0.388434
0.46612,10.7208,10.7208,0.46612
1.39836,0.46612,0.46612,0.46612
1.39836,0.46612,1.39836,0.388434
1.39836,0.46612,2.3306,0.388434
1.39836,0.46612,3.26284,0.46612
1.39836,0.46612,4.19508,0.388434
1.39836,0.46612,5.12732,0.46612
1.39836,0.46612,6.05957,0.388434
1.39836,0.46612,6.99181,0.46612
1.39836,0.46612,7.92405,0.388434
1.39836,0.46612,8.85629,0.388434
1.39836,0.46612,9.78853,0.46612
1.39836,0.46612,10.7208,0.46612
1.39836,1.39836,0.46612,0.46612
1.39836,1.39836,1.39836,0.388434
1.39836,1.39836,2.3306,0.46612
1.39836,1.39836,3.26284,0.46612
1.39836,1.39836,4.19508,0.388434
1.39836,1.39836,5.12732,0.46612
1.39836,1.39836,6.05957,0.46612
1.39836,1.39836,6.99181,0.388434
1.39836,1.39836,7.92405,0.388434
1.39836,1.39836,8.85629,0.46612
1.39836,1.39836,9.78853,0.388434
1.39836,1.39836,10.7208,0.46612
1.39836,2.3306,0.46612,0.388434
1.39836,2.3306,1.39836,0.46612
1.39836,2.3306,2.3306,0.388434
1.39836,2.3306,3.26284,0.388434
1.39836,2.3306,4.19508,0.46612
1.39836,2.3306,5.12732,0.388434
1.39836,2.3306,6.05957,0.388434
1.39836,2.3306,6.99181,0.46612
1.39836,2.3306,7.92405,0.388434
1.39836,2.3306,8.85629,0.388434
1.39836,2.3306,9.78853,0.46612
1.39836,2.3306,10.7208,0.46612
1.39836,3.26284,0.46612,0.388434
1.39836,3.26284,1.39836,0.388434
1.39836,3.26284,2.3306,0.388434
1.39836,3.26284,3.26284,0.388434
1.39836,3.26284,4.19508,0.46612
1.39836,3.26284,5.12732,0.46612
1.39836,3.26284,6.05957,0.388434
1.39836,3.26284,6.99181,0.46612
1.39836,3.26284,7.92405,0.46612
1.39836,3.26284,8.85629,0.46612
1.39836,3.26284,9.78853,0.388434
1.39836,3.26284,10.7208,0.46612
1.39836,4.19508,0.46612,0.388434
1.39836,4.19508,1.39836,0.388434
1.39836,4.19508,2.3306,0.46612
1.39836,4.19508,3.26284,0.46612
1.39836,4.19508,4.19508,0.46612
1.39836,4.19508,5.12732,0.388434
1.39836,4.19508,6.05957,0.46612
1.39836,4.19508,6.99181,0.46612
1.39836,4.19508,7.92405,0.46612
1.39836,4.19508,8.85629,0.46612
1.39836,4.19508,9.78853,0.46612
1.39836,4.19508,10.7208,0.46612
1.39836,5.12732,0.46612,0.388434
1.39836,5.12732,1.39836,0.388434
1.39836,5.12732,2.3306,0.388434
1.39836,5.12732,3.26284,0.388434
1.39836,5.12732,4.19508,0.46612
1.39836,5.12732,5.12732,0.46612
1.39836,5.12732,6.05957,0.388434
1.39836,5.12732,6.99181,0.46612
1.39836,5.12732,7.92405,0.388434
1.39836,5.12732,8.85629,0.46612
1.39836,5.12732,9.78853,0.388434
1.39836,5.12732,10.7208,0.46612
1.39836,6.05957,0.46612,0.388434
1.39836,6.05957,1.39836,0.46612
1.39836,6.05957,2.3306,0.46612
1.39836,6.05957,3.26284,0.388434
1.39836,6.05957,4.19508,0.388434
1.39836,6.05957,5.12732,0.388434
1.39836,6.05957,6.05957,0.46612
1.39836,6.05957,6.99181,0.388434
1.39836,6.05957,7.92405,0.388434
1.39836,6.05957,8.85629,0.388434
1.39836,6.05957,9.78853,0.46612
1.39836,6.05957,10.7208,0.46612
1.39836,6.99181,0.46612,0.46612
1.39836,6.99181,1.39836,0.46612
1.39836,6.99181,2.3306,0.388434
1.39836,6.99181,3.26284,0.388434
1.39836,6.99181,4.19508,0.46612
1.39836,6.99181,5.12732,0.388434
1.39836,6.99181,6.05957,0.46612
1.39836,6.99181,6.99181,0.388434
1.39836,6.99181,7.92405,0.46612
1.39836,6.99181,8.85629,0.46612
1.39836,6.99181,9.78853,0.388434
1.39836,6.99181,10.7208,0.46612
1.39836,7.92405,0.46612,0.388434
1.39836,7.92405,1.39836,0.388434
1.39836,7.92405,2.3306,0.388434
1.39836,7.92405,3.26284,0.46612
1.39836,7.92405,4.19508,0.388434
1.39836,7.92405,5.12732,0.46612
1.39836,7.92405,6.05957,0.388434
1.39836,7.92405,6.99181,0.388434
1.39836,7.92405,7.92405,0.46612
1.39836,7.92405,8.85629,0.388434
1.39836,7.92405,9.78853,0.388434
1.39836,7.92405,10.7208,0.388434
1.39836,8.85629,0.46612,0.388434
1.39836,8.85629,1.39836,0.388434
1.39836,8.85629,2.3306,0.388434
1.39836,8.85629,3.26284,0.388434
1.39836,8.85629,4.19508,0.388434
1.39836,8.85629,5.12732,0.388434
1.39836,8.85629,6.05957,0.388434
1.39836,8.85629,6.99181,0.46612
1.39836,8.85629,7.92405,0.388434
1.39836,8.85629,8.85629,0.388434
1.39836,8.85629,9.78853,0.388434
1.39836,8.85629,10.7208,0.46612
1.39836,9.78853,0.46612,0.388434
1.39836,9.78853,1.39836,0.388434
1.39836,9.78853,2.3306,0.388434
1.39836,9.78853,3.26284,0.46612
1.39836,9.78853,4.19508,0.46612
1.39836,9.78853,5.12732,0.46612
1.39836,9.78853,6.05957,0.388434
1.39836,9.78853,6.99181,0.388434
1.39836,9.78853,7.92405,0.388434
1.39836,9.78853,8.85629,0.46612
1.39836,9.78853,9.78853,0.46612
1.39836,9.78853,10.7208,0.46612
1.39836,10.7208,0.46612,0.388434
1.39836,10.7208,1.39836,0.388434
1.39836,10.7208,2.3306,0.46612
1.39836,10.7208,3.26284,0.388434
